GO_ID,0
GO:0005515,786
GO:0005634,418
GO:0005886,401
GO:0005829,383
GO:0005654,327
GO:0005737,320
GO:0016020,234
GO:0046872,163
GO:0005524,142
GO:0006357,136
GO:0070062,135
GO:0045944,132
GO:0042802,124
GO:0003723,114
GO:0000785,112
GO:0003677,104
GO:0000122,99
GO:0007165,97
GO:0045893,95
GO:0098978,88
GO:0000981,87
GO:0000978,87
GO:0005576,86
GO:0005794,82
GO:0008270,78
GO:0045202,72
GO:0045892,71
GO:0003682,71
GO:0030424,70
GO:0032991,68
GO:0005783,68
GO:0007399,67
GO:0043005,67
GO:0030425,67
GO:0005739,67
GO:0009986,66
GO:0007155,65
GO:0048471,62
GO:0005789,62
GO:0005509,62
GO:0006468,62
GO:0007420,61
GO:0007268,60
GO:0045211,57
GO:0014069,55
GO:0005730,53
GO:0043025,51
GO:0005615,51
GO:0006355,50
GO:0042803,49
GO:0043231,48
GO:0010628,47
GO:1990837,47
GO:0106310,46
GO:0019901,44
GO:0035556,44
GO:0004674,44
GO:0006338,44
GO:0005925,44
GO:0005813,44
GO:0003700,43
GO:0042734,43
GO:0006325,41
GO:0043066,40
GO:0016887,39
GO:0043197,39
GO:0008284,39
GO:0019899,39
GO:0016567,38
GO:0003713,37
GO:0001228,37
GO:0008285,37
GO:0016607,37
GO:0008022,36
GO:0044877,36
GO:0030154,35
GO:0007156,35
GO:0031267,35
GO:0006915,34
GO:0000139,34
GO:0016324,33
GO:0016477,33
GO:0005856,33
GO:0019904,32
GO:0005516,32
GO:0045296,32
GO:0009410,31
GO:0010629,30
GO:0016323,30
GO:0005769,30
GO:0007411,30
GO:0001764,30
GO:0006366,30
GO:0035176,29
GO:0050790,29
GO:0004672,29
GO:0098794,29
GO:0000976,29
GO:0007049,29
GO:0046982,28
GO:0098793,28
GO:0015031,28
GO:0006351,28
GO:0051015,28
GO:0005096,28
GO:0030027,28
GO:0007417,28
GO:0050804,28
GO:0051726,27
GO:0001525,27
GO:0007186,27
GO:0098839,27
GO:0018105,27
GO:0005874,26
GO:1990904,26
GO:0016604,26
GO:0046777,26
GO:0015629,26
GO:0042393,26
GO:0005102,26
GO:0038023,25
GO:0005694,25
GO:0098685,25
GO:0043524,25
GO:0001227,25
GO:0001666,25
GO:0034220,25
GO:0060090,25
GO:0034765,24
GO:0004842,24
GO:0045121,24
GO:0043204,24
GO:0003779,24
GO:0006974,24
GO:0005765,24
GO:0030426,24
GO:0061630,24
GO:0005912,24
GO:0003714,23
GO:0061629,23
GO:0000977,23
GO:0060079,23
GO:0003729,23
GO:0044325,23
GO:0098982,23
GO:0008013,23
GO:0043410,23
GO:0006281,22
GO:0001540,22
GO:0008017,22
GO:0043235,22
GO:0098609,22
GO:0007612,22
GO:0051301,22
GO:0140297,22
GO:0007613,22
GO:0031982,21
GO:0030182,21
GO:0004930,21
GO:0006511,21
GO:0009897,21
GO:0043565,21
GO:0070374,21
GO:0043065,21
GO:0007283,21
GO:0005764,21
GO:0007626,20
GO:0006954,20
GO:0007409,20
GO:0003924,20
GO:0045087,20
GO:0001934,20
GO:0005911,20
GO:0021987,20
GO:0031965,20
GO:0005667,20
GO:0010468,20
GO:0062023,20
GO:0042995,20
GO:0016192,20
GO:0042391,20
GO:0007507,19
GO:0016055,19
GO:0007605,19
GO:0008021,19
GO:0030336,19
GO:0000165,19
GO:0005525,19
GO:0003674,19
GO:0030165,18
GO:2000463,18
GO:0007568,18
GO:0010976,18
GO:0016363,18
GO:0005802,18
GO:0043161,18
GO:0000776,18
GO:1904315,18
GO:0030335,18
GO:0005085,18
GO:0001701,18
GO:0030054,18
GO:0050821,18
GO:0050839,18
GO:0072659,18
GO:0008360,18
GO:0000209,18
GO:0120162,17
GO:0035725,17
GO:0051965,17
GO:0007416,17
GO:0005759,17
GO:0018108,17
GO:0031625,17
GO:0005938,17
GO:0031410,17
GO:0008104,17
GO:0097110,17
GO:0071805,16
GO:0006470,16
GO:0007010,16
GO:0006508,16
GO:0006886,16
GO:0048511,16
GO:0045666,16
GO:0030036,16
GO:0031490,16
GO:0031901,16
GO:0003712,16
GO:0045471,16
GO:0030496,16
GO:0006955,15
GO:0030018,15
GO:0000287,15
GO:0007204,15
GO:0007611,15
GO:0007601,15
GO:0006897,15
GO:0051897,15
GO:0007275,15
GO:0051968,15
GO:0030534,15
GO:0060291,15
GO:0019228,15
GO:0006887,15
GO:0070588,15
GO:0043547,15
GO:0017124,15
GO:0005788,15
GO:0000781,15
GO:0051092,15
GO:0045766,14
GO:0047485,14
GO:0048167,14
GO:0008076,14
GO:0048812,14
GO:0060076,14
GO:0042826,14
GO:0050808,14
GO:0002250,14
GO:0051056,14
GO:0008542,14
GO:0042752,14
GO:0032355,14
GO:0032922,14
GO:0001501,14
GO:0001650,14
GO:0007169,13
GO:0007166,13
GO:1904646,13
GO:0043195,13
GO:0001975,13
GO:0035264,13
GO:0000398,13
GO:0018107,13
GO:0008380,13
GO:0035235,13
GO:0031175,13
GO:0015630,13
GO:0007015,13
GO:0045665,13
GO:0000281,13
GO:0005178,13
GO:0035249,13
GO:0099505,13
GO:0005768,13
GO:0007517,13
GO:0042383,13
GO:0042593,13
GO:0005891,13
GO:0000786,13
GO:0065003,13
GO:0099634,13
GO:0043087,13
GO:0009791,13
GO:0009887,12
GO:0030672,12
GO:0051402,12
GO:0140658,12
GO:0010494,12
GO:0005249,12
GO:0030666,12
GO:0010467,12
GO:0048488,12
GO:0005743,12
GO:0010975,12
GO:0045597,12
GO:0071625,12
GO:0015276,12
GO:1904115,12
GO:0036464,12
GO:0006397,12
GO:0000922,12
GO:0005575,12
GO:0000932,12
GO:0051260,12
GO:1905606,12
GO:0090263,12
GO:0055038,12
GO:0007623,12
GO:0090630,12
GO:0016310,12
GO:0000226,12
GO:0016301,12
GO:0016525,12
GO:0060078,12
GO:0016570,12
GO:0035064,12
GO:0072686,12
GO:0007267,12
GO:0032452,12
GO:0000118,12
GO:0016605,12
GO:0004386,12
GO:0016573,12
GO:0030594,12
GO:0014068,11
GO:0032956,11
GO:0099560,11
GO:0055037,11
GO:0032869,11
GO:0005770,11
GO:0071222,11
GO:0007215,11
GO:0051568,11
GO:0071013,11
GO:0005923,11
GO:0001843,11
GO:0048156,11
GO:0010595,11
GO:0048786,11
GO:0043621,11
GO:0031594,11
GO:0007265,11
GO:0044297,11
GO:0005884,11
GO:0006334,11
GO:0033138,11
GO:0097060,11
GO:0016575,11
GO:0150104,11
GO:0010008,11
GO:0008289,11
GO:0060271,11
GO:0016358,11
GO:0008150,11
GO:0008217,11
GO:0043123,11
GO:0005200,11
GO:0002039,11
GO:0034451,11
GO:0008283,11
GO:0006874,11
GO:0005245,11
GO:0036064,11
GO:0098686,11
GO:0016328,11
GO:0034446,11
GO:0019900,11
GO:0051091,11
GO:0005635,11
GO:0004879,11
GO:0032809,11
GO:0005604,11
GO:0042981,11
GO:0086091,11
GO:0050890,11
GO:0099171,10
GO:0033674,10
GO:0018024,10
GO:0001222,10
GO:0045663,10
GO:0042470,10
GO:0000902,10
GO:0042472,10
GO:0019233,10
GO:0005231,10
GO:0043154,10
GO:0005543,10
GO:0017053,10
GO:0045444,10
GO:0001649,10
GO:0021766,10
GO:0004713,10
GO:0001933,10
GO:0007219,10
GO:0006909,10
GO:0032587,10
GO:0030308,10
GO:0060070,10
GO:0007158,10
GO:1902476,10
GO:0030334,10
GO:0009611,10
GO:0042060,10
GO:0050852,10
GO:0050877,10
GO:0060134,10
GO:0000278,10
GO:0009636,10
GO:0050885,10
GO:0030183,10
GO:0048787,10
GO:0042220,10
GO:0006816,10
GO:0030667,10
GO:0006606,10
GO:0006260,10
GO:0001938,10
GO:0051592,9
GO:1904813,9
GO:0003690,9
GO:0031648,9
GO:0007030,9
GO:0004888,9
GO:0030307,9
GO:0006813,9
GO:0006811,9
GO:0005248,9
GO:0016514,9
GO:0002020,9
GO:0008066,9
GO:0051966,9
GO:0051928,9
GO:0017156,9
GO:0017148,9
GO:0004402,9
GO:0043679,9
GO:0043966,9
GO:0043967,9
GO:0007264,9
GO:0007229,9
GO:0007189,9
GO:0098655,9
GO:0055085,9
GO:0043198,9
GO:0007162,9
GO:0004714,9
GO:0007160,9
GO:0098703,9
GO:0030141,9
GO:0035094,9
GO:0032147,9
GO:0008306,9
GO:0048169,9
GO:0050731,9
GO:0071339,9
GO:0071333,9
GO:0005815,9
GO:0005741,9
GO:0009925,9
GO:0006469,9
GO:0099175,9
GO:0010977,9
GO:0030659,9
GO:0099507,9
GO:0032839,9
GO:0009653,9
GO:2000045,9
GO:0071300,9
GO:0048009,9
GO:0009898,9
GO:0006493,9
GO:0005814,9
GO:0001889,9
GO:0012505,9
GO:0071356,9
GO:0005929,9
GO:0020037,9
GO:0070936,9
GO:0070371,9
GO:0000381,9
GO:0046330,9
GO:0006629,9
GO:0031532,9
GO:2001237,8
GO:0017075,8
GO:0046983,8
GO:0048813,8
GO:0007269,8
GO:0000149,8
GO:0010507,8
GO:0006306,8
GO:0007616,8
GO:0010506,8
GO:0097104,8
GO:0048013,8
GO:0000775,8
GO:0016579,8
GO:0001662,8
GO:0009952,8
GO:0051898,8
GO:0009966,8
GO:0031012,8
GO:0005506,8
GO:0050806,8
GO:0000151,8
GO:0005198,8
GO:0060548,8
GO:0045785,8
GO:0031252,8
GO:0008331,8
GO:0001932,8
GO:0008584,8
GO:0005262,8
GO:0006814,8
GO:0060997,8
GO:0071902,8
GO:0006836,8
GO:0006898,8
GO:0005201,8
GO:0008203,8
GO:0000993,8
GO:0014704,8
GO:0045582,8
GO:0032590,8
GO:0007018,8
GO:0031122,8
GO:0031116,8
GO:0086010,8
GO:0045177,8
GO:0009617,8
GO:0016342,8
GO:0051087,8
GO:0060041,8
GO:0034774,8
GO:0048661,8
GO:0001518,8
GO:0004725,8
GO:0019903,8
GO:0022008,8
GO:0030669,8
GO:0001917,8
GO:0003725,8
GO:0043015,8
GO:0099170,8
GO:0019905,8
GO:0030673,8
GO:0003730,8
GO:0003676,8
GO:0043484,8
GO:0030071,8
GO:0098632,8
GO:1903078,8
GO:0030509,8
GO:0001726,8
GO:0030246,8
GO:0043194,8
GO:0019894,8
GO:0019722,8
GO:0035097,8
GO:1903861,7
GO:0005844,7
GO:0050681,7
GO:0016339,7
GO:0003727,7
GO:0010288,7
GO:0098742,7
GO:0045907,7
GO:1902459,7
GO:0050714,7
GO:0007608,7
GO:0050727,7
GO:0016442,7
GO:0016459,7
GO:0019827,7
GO:0003777,7
GO:0090090,7
GO:0004843,7
GO:0050728,7
GO:0042127,7
GO:0032092,7
GO:0006368,7
GO:0007188,7
GO:0005882,7
GO:0071560,7
GO:0048538,7
GO:0048678,7
GO:0045596,7
GO:0048666,7
GO:0007059,7
GO:0051649,7
GO:0019003,7
GO:0005254,7
GO:0030890,7
GO:0033268,7
GO:2001222,7
GO:1902600,7
GO:0005251,7
GO:0045727,7
GO:0030670,7
GO:0072562,7
GO:0005905,7
GO:0045197,7
GO:0015459,7
GO:0070316,7
GO:0060074,7
GO:0008134,7
GO:0070373,7
GO:0000794,7
GO:0060071,7
GO:0016079,7
GO:0045494,7
GO:0005080,7
GO:0010592,7
GO:2000300,7
GO:0007628,7
GO:0070509,7
GO:0070527,7
GO:0031234,7
GO:0051602,7
GO:0050772,7
GO:0008201,7
GO:0051216,7
GO:0043408,7
GO:0043406,7
GO:0051179,7
GO:0051117,7
GO:0032760,7
GO:1990841,7
GO:1901224,7
GO:1900273,7
GO:0045995,7
GO:0071456,7
GO:0006605,7
GO:0097105,7
GO:0051932,7
GO:0009409,7
GO:0042110,7
GO:0030139,7
GO:0006914,7
GO:0001221,7
GO:0007179,7
GO:0030198,7
GO:0007338,7
GO:0060292,7
GO:0043537,7
GO:0046627,7
GO:2000781,7
GO:0030522,7
GO:0035255,7
GO:0006869,7
GO:0021549,7
GO:0030175,7
GO:2000819,7
GO:0008286,7
GO:0006904,7
GO:0000146,7
GO:0035278,7
GO:0051496,7
GO:0016922,7
GO:0016601,7
GO:0060170,7
GO:0030512,7
GO:0014065,7
GO:0031047,7
GO:0035865,7
GO:0005796,7
GO:0090307,7
GO:0050796,7
GO:0006417,7
GO:0035091,7
GO:0001822,7
GO:0042102,7
GO:0001750,7
GO:0098688,7
GO:0031398,7
GO:0014059,7
GO:0035267,7
GO:0044305,7
GO:0071466,7
GO:0051879,7
GO:0002052,7
GO:1905515,7
GO:0032496,7
GO:0090543,7
GO:0010951,6
GO:0021756,6
GO:0005819,6
GO:0048015,6
GO:0046718,6
GO:0007163,6
GO:0042417,6
GO:0051865,6
GO:0008016,6
GO:0003007,6
GO:0030324,6
GO:0030674,6
GO:0071277,6
GO:0012507,6
GO:0042605,6
GO:0032570,6
GO:0007625,6
GO:0031492,6
GO:0060047,6
GO:1990830,6
GO:0071230,6
GO:0005903,6
GO:0003148,6
GO:0005902,6
GO:0042800,6
GO:0048148,6
GO:0000791,6
GO:0048168,6
GO:0050767,6
GO:0006396,6
GO:0006412,6
GO:0042100,6
GO:0050775,6
GO:0035815,6
GO:0032993,6
GO:1900026,6
GO:0032968,6
GO:0009888,6
GO:1900087,6
GO:0042043,6
GO:0006979,6
GO:0031902,6
GO:0051571,6
GO:0040018,6
GO:0060998,6
GO:0006936,6
GO:0030100,6
GO:0036211,6
GO:0030155,6
GO:0008344,6
GO:0051321,6
GO:1901796,6
GO:0030163,6
GO:0030177,6
GO:2000779,6
GO:0060325,6
GO:0032024,6
GO:0006888,6
GO:0050770,6
GO:0033077,6
GO:0048188,6
GO:0042130,6
GO:0048306,6
GO:0048487,6
GO:0140092,6
GO:0048593,6
GO:0007062,6
GO:0048675,6
GO:0070577,6
GO:0070555,6
GO:0048709,6
GO:0031647,6
GO:0030315,6
GO:0070507,6
GO:0042311,6
GO:0007043,6
GO:0031667,6
GO:0042277,6
GO:0021954,6
GO:0048854,6
GO:0000792,6
GO:0042162,6
GO:0042149,6
GO:0002028,6
GO:0050321,6
GO:0046332,6
GO:0006282,6
GO:0006302,6
GO:0050679,6
GO:0050680,6
GO:0006337,6
GO:0099054,6
GO:0046928,6
GO:0030902,6
GO:0090575,6
GO:0016592,6
GO:0045664,6
GO:0007405,6
GO:1990403,6
GO:0045669,6
GO:0030511,6
GO:0090398,6
GO:0030514,6
GO:0007584,6
GO:0007596,6
GO:0032436,6
GO:0043278,6
GO:0016925,6
GO:0045776,6
GO:0004521,6
GO:0000123,6
GO:0045815,6
GO:0098962,6
GO:0017018,6
GO:0071565,6
GO:0032435,6
GO:0001916,6
GO:0044666,6
GO:1905168,6
GO:0004721,6
GO:0043113,6
GO:0045171,6
GO:0045184,6
GO:0001947,6
GO:0016266,6
GO:0045165,6
GO:0031093,6
GO:0034707,6
GO:0034644,6
GO:0000082,6
GO:0086002,6
GO:0032454,6
GO:0007216,6
GO:0001656,6
GO:0007214,6
GO:0007413,6
GO:0001772,6
GO:0043124,6
GO:0016529,6
GO:0090148,6
GO:0003697,6
GO:0001568,6
GO:0071526,6
GO:0045773,6
GO:0097119,6
GO:0043388,6
GO:0051967,6
GO:0045956,6
GO:0043539,6
GO:0032508,6
GO:0035418,6
GO:0032433,6
GO:0043433,6
GO:0017157,6
GO:0043491,6
GO:0001891,5
GO:0001658,5
GO:0050769,5
GO:0004197,5
GO:0010035,5
GO:0035024,5
GO:0000724,5
GO:0004722,5
GO:0051028,5
GO:0000723,5
GO:0060348,5
GO:0098691,5
GO:0032091,5
GO:0006406,5
GO:0006413,5
GO:0030506,5
GO:0016586,5
GO:0031748,5
GO:0051262,5
GO:0004693,5
GO:0097190,5
GO:0051924,5
GO:1990090,5
GO:0030286,5
GO:0043525,5
GO:0043536,5
GO:0050660,5
GO:0050661,5
GO:0016311,5
GO:0032743,5
GO:0097431,5
GO:0042147,5
GO:0097386,5
GO:0008278,5
GO:0060324,5
GO:0035279,5
GO:0035035,5
GO:0004890,5
GO:0030178,5
GO:0001708,5
GO:0003743,5
GO:0016407,5
GO:0045111,5
GO:0035060,5
GO:0032591,5
GO:0032755,5
GO:2001234,5
GO:0050729,5
GO:0051480,5
GO:0051959,5
GO:0043202,5
GO:0017154,5
GO:0060213,5
GO:0030048,5
GO:0060766,5
GO:0051497,5
GO:0002062,5
GO:0061098,5
GO:0036126,5
GO:0001725,5
GO:0008543,5
GO:0032728,5
GO:0009314,5
GO:1902275,5
GO:0061025,5
GO:0030073,5
GO:0017025,5
GO:0051493,5
GO:0061003,5
GO:0060261,5
GO:0050919,5
GO:0060999,5
GO:0043968,5
GO:0097109,5
GO:0006939,5
GO:0060996,5
GO:2000767,5
GO:0035924,5
GO:0006959,5
GO:0030041,5
GO:0090502,5
GO:0097730,5
GO:0035019,5
GO:0008143,5
GO:0022851,5
GO:0008361,5
GO:0001673,5
GO:0004653,5
GO:0001890,5
GO:0009790,5
GO:0050795,5
GO:0035023,5
GO:0000502,5
GO:0097120,5
GO:1900152,5
GO:0016791,5
GO:1900153,5
GO:0019221,5
GO:0044306,5
GO:0022857,5
GO:0051145,5
GO:1902042,5
GO:0044295,5
GO:0006968,5
GO:0035116,5
GO:0035115,5
GO:0032729,5
GO:0005881,5
GO:0045787,5
GO:0034332,5
GO:0005496,5
GO:1990454,5
GO:0042641,5
GO:0031526,5
GO:0042632,5
GO:0046854,5
GO:0071564,5
GO:0005871,5
GO:0002931,5
GO:0021554,5
GO:0010942,5
GO:0007193,5
GO:0099566,5
GO:0032204,5
GO:0021772,5
GO:0035265,5
GO:0031201,5
GO:0035198,5
GO:0019898,5
GO:0001974,5
GO:0042475,5
GO:0015631,5
GO:0048146,5
GO:0008015,5
GO:0030864,5
GO:0099572,5
GO:0034394,5
GO:2000311,5
GO:0046966,5
GO:0007157,5
GO:0032228,5
GO:0005546,5
GO:1902711,5
GO:0007187,5
GO:0005777,5
GO:0030838,5
GO:0043034,5
GO:0034087,5
GO:0042789,5
GO:2000060,5
GO:0030217,5
GO:0042755,5
GO:0042711,5
GO:0046974,5
GO:0031258,5
GO:0046975,5
GO:1990573,5
GO:0045931,5
GO:0005518,5
GO:0005811,5
GO:0045921,5
GO:0060021,5
GO:0001837,5
GO:0001541,5
GO:0042733,5
GO:0034198,5
GO:0015030,5
GO:0045732,5
GO:0045335,5
GO:0005158,5
GO:0007520,5
GO:0001570,5
GO:0005640,5
GO:0005681,5
GO:0048741,5
GO:0034504,5
GO:0035633,5
GO:0070412,5
GO:0042307,5
GO:0014823,5
GO:0030527,5
GO:0080182,5
GO:0035371,5
GO:0046676,5
GO:0034605,5
GO:0030374,5
GO:0010501,5
GO:0048844,5
GO:1902895,5
GO:0005643,5
GO:0032465,5
GO:0043010,5
GO:0048870,5
GO:0071363,5
GO:0007026,5
GO:0032154,5
GO:0005637,5
GO:0032467,5
GO:0048589,5
GO:0070934,5
GO:0031623,5
GO:0007173,5
GO:0007565,5
GO:0035196,5
GO:0048172,5
GO:0043083,5
GO:0005244,5
GO:0071944,5
GO:0006006,5
GO:2000352,5
GO:0051607,5
GO:0048565,5
GO:0051896,5
GO:0140288,5
GO:0031641,5
GO:0046716,5
GO:0043014,5
GO:0045599,5
GO:0001223,5
GO:0045638,5
GO:0003678,5
GO:1904862,5
GO:0035580,4
GO:0008236,4
GO:0032420,4
GO:0007614,4
GO:0051453,4
GO:0008239,4
GO:0007346,4
GO:0030220,4
GO:0035641,4
GO:0008233,4
GO:0030331,4
GO:0008092,4
GO:0007498,4
GO:0030501,4
GO:0032588,4
GO:0008089,4
GO:0035640,4
GO:0035522,4
GO:0008094,4
GO:0030544,4
GO:0007519,4
GO:0032281,4
GO:0035521,4
GO:0007528,4
GO:0030316,4
GO:0032230,4
GO:0030431,4
GO:0032148,4
GO:0032580,4
GO:0032088,4
GO:0051823,4
GO:0008093,4
GO:0030521,4
GO:0035613,4
GO:0035904,4
GO:0051491,4
GO:0051864,4
GO:0032212,4
GO:0035579,4
GO:0043505,4
GO:0051393,4
GO:0045778,4
GO:0043022,4
GO:0045987,4
GO:0045945,4
GO:0045860,4
GO:0030855,4
GO:0015277,4
GO:0045807,4
GO:0019902,4
GO:0030169,4
GO:0045765,4
GO:0045747,4
GO:0045736,4
GO:0019888,4
GO:0035195,4
GO:0043085,4
GO:0043086,4
GO:0046037,4
GO:0031290,4
GO:0046325,4
GO:0034260,4
GO:0033629,4
GO:0034063,4
GO:0021591,4
GO:0034113,4
GO:0031369,4
GO:0034205,4
GO:0014074,4
GO:0021537,4
GO:0046710,4
GO:0021510,4
GO:0046580,4
GO:0034243,4
GO:0046329,4
GO:0031295,4
GO:0046326,4
GO:0030878,4
GO:0045595,4
GO:0045505,4
GO:0043200,4
GO:0030957,4
GO:0016740,4
GO:0016746,4
GO:0044309,4
GO:0031016,4
GO:0044224,4
GO:0017022,4
GO:0043276,4
GO:0043409,4
GO:0030971,4
GO:0017162,4
GO:0043434,4
GO:0043568,4
GO:0043542,4
GO:0043531,4
GO:0016580,4
GO:0051963,4
GO:0030900,4
GO:0031054,4
GO:0016042,4
GO:0034452,4
GO:0016082,4
GO:0030901,4
GO:0016188,4
GO:0034599,4
GO:0034647,4
GO:0016239,4
GO:0016241,4
GO:0043130,4
GO:0034720,4
GO:0019829,4
GO:0016485,4
GO:0034976,4
GO:0030949,4
GO:0042744,4
GO:0033627,4
GO:0042713,4
GO:0030050,4
GO:0031966,4
GO:0050853,4
GO:0050848,4
GO:0030658,4
GO:0030010,4
GO:0009642,4
GO:0032868,4
GO:0040014,4
GO:0032870,4
GO:0009749,4
GO:0009792,4
GO:0042053,4
GO:0032983,4
GO:0042098,4
GO:0009954,4
GO:0009408,4
GO:0030097,4
GO:0022038,4
GO:0050911,4
GO:0036092,4
GO:0008327,4
GO:0032008,4
GO:0030159,4
GO:0051279,4
GO:0008353,4
GO:0032007,4
GO:0051123,4
GO:0030136,4
GO:0051090,4
GO:0008569,4
GO:0036477,4
GO:0051013,4
GO:0030099,4
GO:0050918,4
GO:0042113,4
GO:0010039,4
GO:0031514,4
GO:0048701,4
GO:0048665,4
GO:0048664,4
GO:0010719,4
GO:0048286,4
GO:0010842,4
GO:0042416,4
GO:0048147,4
GO:0042462,4
GO:0021853,4
GO:0048144,4
GO:0042552,4
GO:0010881,4
GO:0048027,4
GO:0010906,4
GO:0010971,4
GO:0010701,4
GO:0048715,4
GO:0033116,4
GO:0048755,4
GO:0022011,4
GO:0031668,4
GO:0042135,4
GO:0010259,4
GO:0050482,4
GO:0010332,4
GO:0050135,4
GO:0048873,4
GO:0048856,4
GO:0042166,4
GO:0042169,4
GO:0042177,4
GO:0048839,4
GO:0048791,4
GO:0042297,4
GO:0048660,4
GO:0051492,4
GO:0007286,4
GO:0001953,4
GO:1904062,4
GO:0060612,4
GO:0090625,4
GO:0001895,4
GO:0070922,4
GO:0097091,4
GO:0006661,4
GO:0070831,4
GO:0060828,4
GO:1903351,4
GO:0001952,4
GO:0001954,4
GO:0001578,4
GO:1903076,4
GO:0001964,4
GO:0006635,4
GO:0006631,4
GO:0097150,4
GO:0004385,4
GO:0005975,4
GO:0097151,4
GO:0097242,4
GO:0002027,4
GO:0004175,4
GO:0004601,4
GO:0090522,4
GO:0005901,4
GO:0001829,4
GO:0090102,4
GO:0006906,4
GO:0090129,4
GO:0001654,4
GO:0090201,4
GO:0004715,4
GO:0001669,4
GO:0005845,4
GO:0090303,4
